id,organization_id,user_id,role,status,created_at,permissions
11b2972d-e7b1-4558-8e60-04d0f75c2269,8a6b74a8-1f61-4b2b-9146-0524f2cf018c,a2bd925d-059b-4bf9-9e35-5d91c8231b37,shelter_admin,active,2025-01-19 02:28:34.110599+00,{}
23f3231d-1ce1-49d9-bff9-0590c9eea544,cd0f7b2a-19ee-4a94-9e8c-c8777019602f,60459491-c33e-43a9-a1fd-cb1aff0e9b04,participant,active,2025-01-19 02:28:34.110599+00,{}
2fd07950-98b6-416b-a9da-74a0152e565e,cd0f7b2a-19ee-4a94-9e8c-c8777019602f,407ccd2a-50af-467a-a6b1-0982d043750f,shelter_admin,active,2025-01-19 02:28:34.110599+00,{}
65d980c9-e80b-41ff-8551-28db11a01bc1,cd0f7b2a-19ee-4a94-9e8c-c8777019602f,bacf98d8-ea78-446e-9248-f35172a2ffd4,donor,active,2025-01-19 02:28:34.110599+00,{}
96ba5da5-7c60-4d99-b78f-ead736ffecdb,8a6b74a8-1f61-4b2b-9146-0524f2cf018c,48ab9ac4-b860-4b67-a13d-8499b51dcd82,donor,active,2025-01-19 02:28:34.110599+00,{}
e2f9aed7-6a85-4ee5-8ab6-177a8a6326b5,581248fe-d9e3-40ce-b3c7-0f622481cac9,407ccd2a-50af-467a-a6b1-0982d043750f,shelter_admin,active,2025-01-19 02:06:42.801672+00,{}
efbfde7c-a59d-4729-ac31-83dfb2e433f4,8a6b74a8-1f61-4b2b-9146-0524f2cf018c,9f0bbccc-05c1-4646-875d-c2e00c4dec94,participant,active,2025-01-19 02:28:34.110599+00,{}
